person_id,weight,class,rep_num,duration,jerk_score,cheating_index,tremor_score,emg_intensity,peak_location,rpe,semantic_tags
A321,5,1,14,0.3491379388599883,3.1534003139147657,5.850258698100638,18.804791471257474,0.053528284676613205,0.9986666666666667,6.0,明显肌肉震颤 / 后程发力困难
A321,5,1,15,0.3277241452765757,3.797563594531308,5.749621860361928,16.888194110181292,0.11389436782843353,0.13494318181818182,6.0,明显肌肉震颤 / 爆发式借力
A321,5,1,16,0.35053449061542824,3.3220651118019244,5.445700250137036,17.47501088955466,0.35907304217996255,0.7118193891102258,6.0,明显肌肉震颤 / 后程发力困难
A321,5,1,17,0.31375862772217616,3.4122673645198844,5.9509369420638265,12.753854530784617,0.10752820053479104,0.0,6.0,爆发式借力
A321,5,1,18,0.3379655248164687,3.5184754563605307,6.0249712175088055,15.660569318839674,0.015944882370856863,0.3677685950413223,6.0,明显肌肉震颤
A321,5,1,19,0.5544310469096614,3.9450806299478507,5.13226809868454,2.604231198509556,0.04771949016152119,0.8866498740554156,7.0,向心收缩挣扎 / 后程发力困难
A321,5,2,1,0.3924310432786269,3.436436024610079,5.310113403670361,10.783748716292632,0.02215910920083505,0.0,4.0,爆发式借力
A321,5,2,2,0.3496034561118016,3.0356442558419947,5.487938643120941,19.17128333383874,0.06346534928771737,0.9986684420772304,4.0,后程发力困难
A321,5,2,3,0.3277241452765757,3.130728010257802,5.57555225206021,17.769485051959627,0.10984639503360973,0.1534090909090909,5.0,爆发式借力
A321,5,2,4,0.3640344909180145,3.085559924214836,5.528266546768891,15.88832417009808,0.3656919693320013,0.9207161125319693,5.0,后程发力困难
A321,5,2,5,0.37706897396878736,3.281893163512656,5.316484191002152,15.104293162734297,0.19515571036945317,0.0,5.0,爆发式借力
A321,5,2,6,0.3705517324434009,3.1856075462598006,5.670776878345142,13.605149195877779,0.018726595426453475,0.7336683417085427,5.0,后程发力困难
A321,5,2,7,0.3672931116807077,2.525455302823386,6.460029539779408,15.368575880517565,0.015628431992304723,0.9987325728770595,6.0,后程发力困难
A321,5,2,8,0.35565518038537475,3.43287072057092,5.451755245801093,10.225162907249738,0.09469339777567794,0.5589005235602095,6.0,动作教科书级
A321,5,2,9,0.37986207747966727,3.175411938195289,5.3139186631041895,12.586449855361497,0.15256289767452585,0.9987745098039216,6.0,后程发力困难
A321,5,2,10,0.37148276694702753,3.455824755942969,5.511974419663686,10.371385158096079,0.3375310872748594,0.5025062656641605,6.0,动作教科书级
A321,5,2,11,0.38684483625686705,3.1649820680344236,5.489983610750497,10.748173670725294,0.019960223780631586,0.2250300842358604,6.0,爆发式借力
