person_id,class,rep_num,weight_first,weight_nunique,rpe,n_rows,duration_s,emg_mean_abs,emg_std,emg_p2p,acc_norm_mean,acc_norm_std,gyro_norm_mean,gyro_norm_std,jerk_score,cheating_index,peak_location,nan_ratio,constant_ratio,spike_ratio
A321,10,10,10.0,1,8.0,989,0.46039656204337126,0.13106632598584425,0.21917550980706307,2.6191195,1.04830654689531,0.13201578418051338,101.6292173001824,45.17810148592593,46.71959581519189,1.7503290006457195,0.032388663967611336,0.0,0.014603817235396182,0.0002888920988010978
A321,10,11,10.0,1,9.0,1525,0.7099138090153095,0.05976929547540984,0.08161368310459506,0.7909056999999999,1.0455197887938883,0.0967812306716388,73.70810118506908,45.60252321764392,40.06077324457562,1.9244964242990348,0.10761154855643044,0.0,0.019591301087364076,0.0
A321,11,1,10.0,2,6.0,2320,1.0800000242068972,0.04230278077586207,0.05218785898786766,0.5213398,1.0506493715509304,0.12796151739113515,90.0075390093648,39.52275407092373,64.88490595559837,2.469529601303075,0.933160845191893,0.0,0.014599889114766217,0.0
A321,11,2,10.0,2,6.0,1988,0.9254482966048757,0.11938234964788731,0.15671084205225766,1.1984436,1.0561623852625273,0.14997084949348982,102.89517364617747,44.90301681449495,71.8625733638319,2.4501104896274497,0.4685455460493206,0.0,0.010928176001150336,0.0
A321,11,3,10.0,2,6.0,2070,0.9636207112535677,0.2858864218357488,0.3886538355653836,2.9397116,1.0548839120188145,0.14033256454572787,100.86633285883833,42.83631659594733,75.62819635275191,2.5857414588270706,0.8303528274528758,0.0,0.012773596630532348,0.0
A321,11,4,10.0,2,7.0,2142,0.9971379533841266,0.46799063963585436,0.6084911225336139,5.133668999999999,1.0556385937597135,0.12661177105249155,95.62487043003627,39.96882631997595,80.31068438361275,2.5561689850065585,0.9224661373190098,0.0,0.0099419496897311,0.0
A321,11,5,10.0,2,7.0,2041,0.9501207109509815,0.24710155075943163,0.36997294561566085,3.6745556,1.054706757231194,0.14566483250405526,97.8274260029705,42.12877237708095,74.5325069897823,2.6294079619400645,0.153921568627451,0.0,0.00903361344537815,0.0
A321,11,6,10.0,2,7.0,2245,1.0450862303208983,0.11742687902004452,0.16370672895434588,1.5186999,1.0570204520409012,0.12270348382794033,87.93912931065677,38.971097509801915,74.18344078511917,2.561342893209122,0.9768270944741533,0.0,0.010695187165775402,6.363347120585428e-05
A321,11,7,10.0,2,7.0,2636,1.2271034757799055,0.17137343729135054,0.2774032657921056,2.2485084,1.0467355172848554,0.10971170516684044,85.94074730352006,40.065840490808924,64.3252132495677,3.0635805446715048,0.6163187855787476,0.0,0.014475467606397398,0.0
A321,11,8,10.0,1,8.0,1070,0.49810345944025,0.10685360785046728,0.1604068307937099,1.477409,1.0545657972745321,0.11277039920010543,93.29027347206791,34.16481709127777,54.00608594951833,1.634395389247244,0.8325537885874649,0.0,0.012695443004142723,0.0
A321,11,9,10.0,1,8.0,1046,0.4869310453967304,0.2786802862332696,0.39635247799252105,3.334493,1.050901389008688,0.11684317362969288,93.61757952409171,43.188220137692504,48.21676926847521,1.7197264017891931,0.9062200956937799,0.0,0.012303485987696514,0.0
A321,11,10,10.0,1,9.0,1863,0.867258640128211,0.3082861680622652,0.44169425239033183,3.4563516,1.0396738360978146,0.08008408911610918,64.58497397973863,47.113596480988335,46.85745242548958,1.966971578011559,0.38399570354457574,0.0,0.016418597514193646,0.0
A321,2,1,10.0,3,7.0,3199,1.4891896885508034,0.04118177511722413,0.030283762546666128,0.2544594,1.053722334360363,0.15155339090157488,95.94579520876114,46.63829580621242,48.504089820411984,7.491393460085823,0.34834271419637275,0.0,0.02054855713392299,0.0
A321,2,2,10.0,3,7.0,2626,1.2224483032617723,0.08448141146230008,0.10641813928606342,0.831693,1.063309053159549,0.18117129552384773,113.58188448319541,47.872232570812706,48.84039419971087,8.14130044370404,0.9535238095238096,0.0,0.014095238095238095,0.0
A321,2,3,10.0,3,7.0,2612,1.2159310617363859,0.1771244540199081,0.23750561338373552,1.994049,1.0597691409313876,0.1681294385665286,114.24096288625775,47.36778879720252,47.04759926629368,8.60684183630794,0.29835312140942166,0.0,0.012201127099633419,0.0
A321,2,4,10.0,3,7.0,2804,1.3053103740845429,0.4508232468259629,0.5926881185653482,4.3189288,1.0566712645676168,0.1611551851746752,111.93405031384376,46.173334171832074,48.71414992946449,8.020980825946655,0.17552622190510167,0.0,0.013709800723714388,0.0
A321,2,5,10.0,3,7.0,2907,1.3532586510213147,0.4080721636050912,0.5916225408019241,4.1485618,1.0571757631777963,0.15128719548563976,108.00667724803671,46.54851347630442,49.85428443216935,8.46102429456952,0.06813489332415691,0.0,0.011896568675646447,0.0
A321,2,6,10.0,3,7.0,2989,1.3914310656700066,0.11982947587822013,0.2180822081568724,3.1857786,1.0556195433886144,0.14809868293494938,107.1672429464072,44.94142545111587,44.00072268926987,8.46875744145941,0.3821954484605087,0.0,0.014199655765920824,0.0006213258136978444
A321,2,7,10.0,3,8.0,3195,1.48732761954355,0.07198452322378718,0.09120032348902422,0.9050430999999999,1.056488622404274,0.13828218357999744,100.90755092395325,42.78168743819929,41.26124642330549,8.851786079727995,0.05103318722604884,0.0,0.016817246623132658,8.942544153811758e-05
A321,2,8,10.0,3,8.0,3238,1.5073448613715228,0.14529570447807288,0.2030393095355745,2.1820401,1.0539414862537968,0.13886976780641927,98.54654834196911,42.96679249467514,39.94495267796202,7.905541272241338,0.28544949026876737,0.0,0.014431351780749372,0.0
